symbol,market,contract_status,earliest_date,latest_date,total_months_available,total_data_types,available_data_types,trades_range,aggTrades_range,klines_range,bookTicker_range,fundingRate_range,markPriceKlines_range,indexPriceKlines_range,premiumIndexKlines_range
BOTUSDT,futures/um,ACTIVE_PERPETUAL,2026-07,2026-08,2,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-07 to 2026-08,2026-07 to 2026-08,2026-07 to 2026-08,N/A,2026-07 to 2026-08,2026-07 to 2026-08,2026-07 to 2026-08,2026-07 to 2026-08
BRETTUSDT,futures/um,ACTIVE_PERPETUAL,2024-08,2026-08,25,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2024-08 to 2026-08,2024-08 to 2026-08,2024-08 to 2026-08,N/A,2024-08 to 2026-08,2024-08 to 2026-08,2024-08 to 2026-08,2024-08 to 2026-08
BREVUSDT,futures/um,ACTIVE_PERPETUAL,2025-12,2026-08,9,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-12 to 2026-08,2025-12 to 2026-08,2025-12 to 2026-08,N/A,2025-12 to 2026-08,2025-12 to 2026-08,2025-12 to 2026-08,2025-12 to 2026-08
BRKBUSDT,futures/um,ACTIVE_PERPETUAL,2026-05,2026-08,4,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-05 to 2026-08,2026-05 to 2026-08,2026-05 to 2026-08,N/A,2026-05 to 2026-08,2026-05 to 2026-08,2026-05 to 2026-08,2026-05 to 2026-08
BROCCOLI714USDT,futures/um,ACTIVE_PERPETUAL,2025-03,2026-08,18,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-03 to 2026-08,2025-03 to 2026-08,2025-03 to 2026-08,N/A,2025-03 to 2026-08,2025-03 to 2026-08,2025-03 to 2026-08,2025-03 to 2026-08
BROCCOLIF3BUSDT,futures/um,ACTIVE_PERPETUAL,2025-03,2026-08,18,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-03 to 2026-08,2025-03 to 2026-08,2025-03 to 2026-08,N/A,2025-03 to 2026-08,2025-03 to 2026-08,2025-03 to 2026-08,2025-03 to 2026-08
BRUSDT,futures/um,ACTIVE_PERPETUAL,2025-03,2026-08,18,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-03 to 2026-08,2025-03 to 2026-08,2025-03 to 2026-08,N/A,2025-03 to 2026-08,2025-03 to 2026-08,2025-03 to 2026-08,2025-03 to 2026-08
BSBUSDT,futures/um,ACTIVE_PERPETUAL,2026-03,2026-08,6,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-03 to 2026-08,2026-03 to 2026-08,2026-03 to 2026-08,N/A,2026-03 to 2026-08,2026-03 to 2026-08,2026-03 to 2026-08,2026-03 to 2026-08
BSPUSDT,futures/um,ACTIVE_PERPETUAL,2026-07,2026-08,2,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-07 to 2026-08,2026-07 to 2026-08,2026-07 to 2026-08,N/A,2026-07 to 2026-08,2026-07 to 2026-08,2026-07 to 2026-08,2026-07 to 2026-08
BSVUSDT,futures/um,ACTIVE_PERPETUAL,2023-10,2026-08,35,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2023-10 to 2026-08,2023-10 to 2026-08,2023-10 to 2026-08,2023-10 to 2024-04,2023-10 to 2026-08,2023-10 to 2026-08,2023-10 to 2026-08,2023-10 to 2026-08
BSWUSDT,futures/um,DELISTED_HISTORICAL,2024-09,2025-09,13,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2024-09 to 2025-09,2024-09 to 2025-09,2024-09 to 2025-09,N/A,2024-09 to 2025-09,2024-09 to 2025-09,2024-09 to 2025-09,2024-09 to 2025-09
BTCBUSD,futures/um,DELISTED_BUSD,2021-01,2023-12,36,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2021-01 to 2023-12,2021-01 to 2023-12,2021-01 to 2023-12,2023-05 to 2023-12,2021-01 to 2023-12,2021-01 to 2023-12,2021-01 to 2023-12,2021-01 to 2023-12
BTCBUSD_210129,futures/um,SETTLED_DELIVERY,2021-01,2021-01,1,4,aggTrades; klines; markPriceKlines; trades,2021-01 to 2021-01,2021-01 to 2021-01,2021-01 to 2021-01,N/A,N/A,2021-01 to 2021-01,N/A,N/A
BTCBUSD_210226,futures/um,SETTLED_DELIVERY,2021-01,2021-01,1,4,aggTrades; klines; markPriceKlines; trades,2021-01 to 2021-01,2021-01 to 2021-01,2021-01 to 2021-01,N/A,N/A,2021-01 to 2021-01,N/A,N/A
BTCDOMUSDT,futures/um,ACTIVE_PERPETUAL,2021-06,2026-08,63,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2021-06 to 2026-08,2021-06 to 2026-08,2021-06 to 2026-08,2023-05 to 2024-04,2021-06 to 2026-08,2021-06 to 2026-08,2021-06 to 2026-08,2021-06 to 2026-08
BTCSTUSDT,futures/um,DELISTED_HISTORICAL,2021-03,2021-03,1,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2021-03 to 2021-03,2021-03 to 2021-03,2021-03 to 2021-03,N/A,2021-03 to 2021-03,2021-03 to 2021-03,2021-03 to 2021-03,2021-03 to 2021-03
BTCSTUSDTSETTLED,futures/um,SETTLED,2026-07,2026-07,1,1,klines,N/A,N/A,2026-07 to 2026-07,N/A,N/A,N/A,N/A,N/A
BTCU,futures/um,ACTIVE_PERPETUAL,2026-07,2026-08,2,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-07 to 2026-08,2026-07 to 2026-08,2026-07 to 2026-08,N/A,2026-07 to 2026-08,2026-07 to 2026-08,2026-07 to 2026-08,2026-07 to 2026-08
BTCUSD1,futures/um,ACTIVE_PERPETUAL,2026-05,2026-08,4,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-05 to 2026-08,2026-05 to 2026-08,2026-05 to 2026-08,N/A,2026-05 to 2026-08,2026-05 to 2026-08,2026-05 to 2026-08,2026-05 to 2026-08
BTCUSDC,futures/um,ACTIVE_PERPETUAL,2024-01,2026-08,32,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2024-01 to 2026-08,2024-01 to 2026-08,2024-01 to 2026-08,2024-01 to 2024-04,2024-01 to 2026-08,2024-01 to 2026-08,2024-01 to 2026-08,2024-01 to 2026-08
BTCUSDT,futures/um,ACTIVE_PERPETUAL,2019-09,2026-08,84,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2019-09 to 2026-08,2019-09 to 2026-08,2020-01 to 2026-08,2023-05 to 2024-04,2020-01 to 2026-08,2020-01 to 2026-08,2020-01 to 2026-08,2020-01 to 2026-08
BTCUSDT_210326,futures/um,SETTLED_DELIVERY,2021-02,2021-03,2,4,aggTrades; klines; markPriceKlines; trades,2021-02 to 2021-03,2021-02 to 2021-03,2021-02 to 2021-03,N/A,N/A,2021-02 to 2021-03,N/A,N/A
BTCUSDT_210625,futures/um,SETTLED_DELIVERY,2021-03,2021-06,4,4,aggTrades; klines; markPriceKlines; trades,2021-03 to 2021-06,2021-03 to 2021-06,2021-03 to 2021-06,N/A,N/A,2021-03 to 2021-06,N/A,N/A
BTCUSDT_210924,futures/um,SETTLED_DELIVERY,2021-06,2021-09,4,4,aggTrades; klines; markPriceKlines; trades,2021-06 to 2021-09,2021-06 to 2021-09,2021-06 to 2021-09,N/A,N/A,2021-06 to 2021-09,N/A,N/A
BTCUSDT_211231,futures/um,SETTLED_DELIVERY,2021-09,2021-12,4,4,aggTrades; klines; markPriceKlines; trades,2021-09 to 2021-12,2021-09 to 2021-12,2021-09 to 2021-12,N/A,N/A,2021-09 to 2021-12,N/A,N/A
BTCUSDT_220325,futures/um,SETTLED_DELIVERY,2021-12,2022-03,4,4,aggTrades; klines; markPriceKlines; trades,2021-12 to 2022-03,2021-12 to 2022-03,2021-12 to 2022-03,N/A,N/A,2021-12 to 2022-03,N/A,N/A
BTCUSDT_220624,futures/um,SETTLED_DELIVERY,2022-03,2022-06,4,4,aggTrades; klines; markPriceKlines; trades,2022-03 to 2022-06,2022-03 to 2022-06,2022-03 to 2022-06,N/A,N/A,2022-03 to 2022-06,N/A,N/A
BTCUSDT_220930,futures/um,SETTLED_DELIVERY,2022-06,2022-09,4,4,aggTrades; klines; markPriceKlines; trades,2022-06 to 2022-09,2022-06 to 2022-09,2022-06 to 2022-09,N/A,N/A,2022-06 to 2022-09,N/A,N/A
BTCUSDT_221230,futures/um,SETTLED_DELIVERY,2022-09,2022-12,4,4,aggTrades; klines; markPriceKlines; trades,2022-09 to 2022-12,2022-09 to 2022-12,2022-09 to 2022-12,N/A,N/A,2022-09 to 2022-12,N/A,N/A
BTCUSDT_230331,futures/um,SETTLED_DELIVERY,2022-12,2023-03,4,4,aggTrades; klines; markPriceKlines; trades,2022-12 to 2023-03,2022-12 to 2023-03,2022-12 to 2023-03,N/A,N/A,2022-12 to 2023-03,N/A,N/A
BTCUSDT_230630,futures/um,SETTLED_DELIVERY,2023-03,2023-06,4,5,aggTrades; bookTicker; klines; markPriceKlines; trades,2023-03 to 2023-06,2023-03 to 2023-06,2023-03 to 2023-06,2023-05 to 2023-06,N/A,2023-03 to 2023-06,N/A,N/A
BTCUSDT_230929,futures/um,SETTLED_DELIVERY,2023-06,2023-09,4,5,aggTrades; bookTicker; klines; markPriceKlines; trades,2023-06 to 2023-09,2023-06 to 2023-09,2023-06 to 2023-09,2023-06 to 2023-09,N/A,2023-06 to 2023-09,N/A,N/A
BTCUSDT_231229,futures/um,SETTLED_DELIVERY,2023-08,2023-12,5,5,aggTrades; bookTicker; klines; markPriceKlines; trades,2023-08 to 2023-12,2023-08 to 2023-12,2023-08 to 2023-12,2023-08 to 2023-12,N/A,2023-08 to 2023-12,N/A,N/A
BTCUSDT_240329,futures/um,SETTLED_DELIVERY,2023-09,2024-03,7,5,aggTrades; bookTicker; klines; markPriceKlines; trades,2023-09 to 2024-03,2023-09 to 2024-03,2023-09 to 2024-03,2023-09 to 2024-03,N/A,2023-09 to 2024-03,N/A,N/A
BTCUSDT_240628,futures/um,SETTLED_DELIVERY,2023-12,2024-06,7,5,aggTrades; bookTicker; klines; markPriceKlines; trades,2023-12 to 2024-06,2023-12 to 2024-06,2023-12 to 2024-06,2023-12 to 2024-04,N/A,2023-12 to 2024-06,N/A,N/A
BTCUSDT_240927,futures/um,SETTLED_DELIVERY,2024-03,2024-09,7,5,aggTrades; bookTicker; klines; markPriceKlines; trades,2024-03 to 2024-09,2024-03 to 2024-09,2024-03 to 2024-09,2024-03 to 2024-04,N/A,2024-03 to 2024-09,N/A,N/A
BTCUSDT_241227,futures/um,SETTLED_DELIVERY,2024-06,2024-12,7,4,aggTrades; klines; markPriceKlines; trades,2024-06 to 2024-12,2024-06 to 2024-12,2024-06 to 2024-12,N/A,N/A,2024-06 to 2024-12,N/A,N/A
BTCUSDT_250328,futures/um,SETTLED_DELIVERY,2024-09,2025-03,7,4,aggTrades; klines; markPriceKlines; trades,2024-09 to 2025-03,2024-09 to 2025-03,2024-09 to 2025-03,N/A,N/A,2024-09 to 2025-03,N/A,N/A
BTCUSDT_250627,futures/um,SETTLED_DELIVERY,2024-12,2025-06,7,4,aggTrades; klines; markPriceKlines; trades,2024-12 to 2025-06,2024-12 to 2025-06,2024-12 to 2025-06,N/A,N/A,2024-12 to 2025-06,N/A,N/A
BTCUSDT_250926,futures/um,SETTLED_DELIVERY,2025-03,2025-09,7,4,aggTrades; klines; markPriceKlines; trades,2025-03 to 2025-09,2025-03 to 2025-09,2025-03 to 2025-09,N/A,N/A,2025-03 to 2025-09,N/A,N/A
BTCUSDT_251226,futures/um,SETTLED_DELIVERY,2025-06,2025-12,7,4,aggTrades; klines; markPriceKlines; trades,2025-06 to 2025-12,2025-06 to 2025-12,2025-06 to 2025-12,N/A,N/A,2025-06 to 2025-12,N/A,N/A
BTCUSDT_260327,futures/um,SETTLED_DELIVERY,2025-09,2026-03,7,4,aggTrades; klines; markPriceKlines; trades,2025-09 to 2026-03,2025-09 to 2026-03,2025-09 to 2026-03,N/A,N/A,2025-09 to 2026-03,N/A,N/A
BTCUSDT_260626,futures/um,SETTLED_DELIVERY,2025-12,2026-06,7,4,aggTrades; klines; markPriceKlines; trades,2025-12 to 2026-06,2025-12 to 2026-06,2025-12 to 2026-06,N/A,N/A,2025-12 to 2026-06,N/A,N/A
BTCUSDT_260925,futures/um,SETTLED_DELIVERY,2026-03,2026-08,6,4,aggTrades; klines; markPriceKlines; trades,2026-03 to 2026-08,2026-03 to 2026-08,2026-03 to 2026-08,N/A,N/A,2026-03 to 2026-08,N/A,N/A
BTCUSDT_261225,futures/um,SETTLED_DELIVERY,2026-06,2026-08,3,4,aggTrades; klines; markPriceKlines; trades,2026-06 to 2026-08,2026-06 to 2026-08,2026-06 to 2026-08,N/A,N/A,2026-06 to 2026-08,N/A,N/A
BTRUSDT,futures/um,ACTIVE_PERPETUAL,2025-08,2026-08,13,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-08 to 2026-08,2025-08 to 2026-08,2025-08 to 2026-08,N/A,2025-08 to 2026-08,2025-08 to 2026-08,2025-08 to 2026-08,2025-08 to 2026-08
BTSUSDT,futures/um,DELISTED_HISTORICAL,2021-02,2022-08,19,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2021-02 to 2022-08,2021-02 to 2022-08,2021-02 to 2022-08,N/A,2021-02 to 2022-08,2021-02 to 2022-08,2021-02 to 2022-08,2021-02 to 2022-08
BTTUSDT,futures/um,DELISTED_HISTORICAL,2021-04,2022-01,10,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2021-04 to 2022-01,2021-04 to 2022-01,2021-04 to 2022-01,N/A,2021-04 to 2022-01,2021-04 to 2022-01,2021-04 to 2022-01,2021-04 to 2022-01
BTWUSDT,futures/um,ACTIVE_PERPETUAL,2026-06,2026-08,3,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-06 to 2026-08,2026-06 to 2026-08,2026-06 to 2026-08,N/A,2026-06 to 2026-08,2026-06 to 2026-08,2026-06 to 2026-08,2026-06 to 2026-08
BULLAUSDT,futures/um,ACTIVE_PERPETUAL,2025-07,2026-08,14,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-07 to 2026-08,2025-07 to 2026-08,2025-07 to 2026-08,N/A,2025-07 to 2026-08,2025-07 to 2026-08,2025-07 to 2026-08,2025-07 to 2026-08
BUSDT,futures/um,ACTIVE_PERPETUAL,2025-05,2026-08,16,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-05 to 2026-08,2025-05 to 2026-08,2025-05 to 2026-08,N/A,2025-05 to 2026-08,2025-05 to 2026-08,2025-05 to 2026-08,2025-05 to 2026-08
BXUSDT,futures/um,ACTIVE_PERPETUAL,2026-06,2026-08,3,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-06 to 2026-08,2026-06 to 2026-08,2026-06 to 2026-08,N/A,2026-06 to 2026-08,2026-06 to 2026-08,2026-06 to 2026-08,2026-06 to 2026-08
BZRXUSDT,futures/um,DELISTED_HISTORICAL,2020-09,2021-12,16,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2020-09 to 2021-12,2020-09 to 2021-12,2020-09 to 2021-12,N/A,2020-09 to 2021-12,2020-09 to 2021-12,2020-09 to 2021-12,2020-09 to 2021-12
BZUSDT,futures/um,ACTIVE_PERPETUAL,2026-04,2026-08,5,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-04 to 2026-08,2026-04 to 2026-08,2026-04 to 2026-08,N/A,2026-04 to 2026-08,2026-04 to 2026-08,2026-04 to 2026-08,2026-04 to 2026-08
C98USDT,futures/um,ACTIVE_PERPETUAL,2021-08,2026-08,61,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2021-08 to 2026-08,2021-08 to 2026-08,2021-08 to 2026-08,2023-05 to 2024-04,2021-08 to 2026-08,2021-08 to 2026-08,2021-08 to 2026-08,2021-08 to 2026-08
CAKEUSDT,futures/um,ACTIVE_PERPETUAL,2023-11,2026-08,34,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2023-11 to 2026-08,2023-11 to 2026-08,2023-11 to 2026-08,2023-11 to 2024-04,2023-11 to 2026-08,2023-11 to 2026-08,2023-11 to 2026-08,2023-11 to 2026-08
CAPUSDT,futures/um,ACTIVE_PERPETUAL,2026-06,2026-08,3,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-06 to 2026-08,2026-06 to 2026-08,2026-06 to 2026-08,N/A,2026-06 to 2026-08,2026-06 to 2026-08,2026-06 to 2026-08,2026-06 to 2026-08
CARVUSDT,futures/um,ACTIVE_PERPETUAL,2025-08,2026-08,13,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-08 to 2026-08,2025-08 to 2026-08,2025-08 to 2026-08,N/A,2025-08 to 2026-08,2025-08 to 2026-08,2025-08 to 2026-08,2025-08 to 2026-08
CATIUSDT,futures/um,ACTIVE_PERPETUAL,2024-09,2026-08,24,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2024-09 to 2026-08,2024-09 to 2026-08,2024-09 to 2026-08,N/A,2024-09 to 2026-08,2024-09 to 2026-08,2024-09 to 2026-08,2024-09 to 2026-08
CATUSDT,futures/um,ACTIVE_PERPETUAL,2026-07,2026-08,2,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-07 to 2026-08,2026-07 to 2026-08,2026-07 to 2026-08,N/A,2026-07 to 2026-08,2026-07 to 2026-08,2026-07 to 2026-08,2026-07 to 2026-08
CBRSUSDT,futures/um,ACTIVE_PERPETUAL,2026-05,2026-08,4,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-05 to 2026-08,2026-05 to 2026-08,2026-05 to 2026-08,N/A,2026-05 to 2026-08,2026-05 to 2026-08,2026-05 to 2026-08,2026-05 to 2026-08
CCUSDT,futures/um,ACTIVE_PERPETUAL,2025-10,2026-08,11,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-10 to 2026-08,2025-10 to 2026-08,2025-10 to 2026-08,N/A,2025-10 to 2026-08,2025-10 to 2026-08,2025-10 to 2026-08,2025-10 to 2026-08
CELOUSDT,futures/um,ACTIVE_PERPETUAL,2021-09,2026-08,60,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2021-09 to 2026-08,2021-09 to 2026-08,2021-09 to 2026-08,2023-05 to 2024-04,2021-09 to 2026-08,2021-09 to 2026-08,2021-09 to 2026-08,2021-09 to 2026-08
CELRUSDT,futures/um,ACTIVE_PERPETUAL,2021-03,2026-08,66,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2021-03 to 2026-08,2021-03 to 2026-08,2021-03 to 2026-08,2023-05 to 2024-04,2021-03 to 2026-08,2021-03 to 2026-08,2021-03 to 2026-08,2021-03 to 2026-08
CETUSUSDT,futures/um,ACTIVE_PERPETUAL,2024-11,2026-08,22,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2024-11 to 2026-08,2024-11 to 2026-08,2024-11 to 2026-08,N/A,2024-11 to 2026-08,2024-11 to 2026-08,2024-11 to 2026-08,2024-11 to 2026-08
CFGUSDT,futures/um,ACTIVE_PERPETUAL,2026-03,2026-08,6,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-03 to 2026-08,2026-03 to 2026-08,2026-03 to 2026-08,N/A,2026-03 to 2026-08,2026-03 to 2026-08,2026-03 to 2026-08,2026-03 to 2026-08
CFXUSDT,futures/um,ACTIVE_PERPETUAL,2023-02,2026-08,43,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2023-02 to 2026-08,2023-02 to 2026-08,2023-02 to 2026-08,2023-05 to 2024-04,2023-02 to 2026-08,2023-02 to 2026-08,2023-02 to 2026-08,2023-02 to 2026-08
CGPTUSDT,futures/um,ACTIVE_PERPETUAL,2024-12,2026-08,21,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2024-12 to 2026-08,2024-12 to 2026-08,2024-12 to 2026-08,N/A,2024-12 to 2026-08,2024-12 to 2026-08,2024-12 to 2026-08,2024-12 to 2026-08
CHESSUSDT,futures/um,DELISTED_HISTORICAL,2024-08,2026-02,19,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2024-08 to 2026-02,2024-08 to 2026-02,2024-08 to 2026-02,N/A,2024-08 to 2026-02,2024-08 to 2026-02,2024-08 to 2026-02,2024-08 to 2026-02
CHILLGUYUSDT,futures/um,ACTIVE_PERPETUAL,2024-11,2026-08,22,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2024-11 to 2026-08,2024-11 to 2026-08,2024-11 to 2026-08,N/A,2024-11 to 2026-08,2024-11 to 2026-08,2024-11 to 2026-08,2024-11 to 2026-08
CHIPUSDT,futures/um,ACTIVE_PERPETUAL,2026-04,2026-08,5,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-04 to 2026-08,2026-04 to 2026-08,2026-04 to 2026-08,N/A,2026-04 to 2026-08,2026-04 to 2026-08,2026-04 to 2026-08,2026-04 to 2026-08
CHRUSDT,futures/um,ACTIVE_PERPETUAL,2021-03,2026-08,66,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2021-03 to 2026-08,2021-03 to 2026-08,2021-03 to 2026-08,2023-05 to 2024-04,2021-03 to 2026-08,2021-03 to 2026-08,2021-03 to 2026-08,2021-03 to 2026-08
CHZUSDT,futures/um,ACTIVE_PERPETUAL,2021-01,2026-08,68,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2021-01 to 2026-08,2021-01 to 2026-08,2021-01 to 2026-08,2023-05 to 2024-04,2021-01 to 2026-08,2021-01 to 2026-08,2021-01 to 2026-08,2021-01 to 2026-08
CIENUSDT,futures/um,ACTIVE_PERPETUAL,2026-06,2026-08,3,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-06 to 2026-08,2026-06 to 2026-08,2026-06 to 2026-08,N/A,2026-06 to 2026-08,2026-06 to 2026-08,2026-06 to 2026-08,2026-06 to 2026-08
CKBUSDT,futures/um,ACTIVE_PERPETUAL,2023-02,2026-08,43,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2023-02 to 2026-08,2023-02 to 2026-08,2023-02 to 2026-08,2023-05 to 2024-04,2023-02 to 2026-08,2023-02 to 2026-08,2023-02 to 2026-08,2023-02 to 2026-08
CLANKERUSDT,futures/um,ACTIVE_PERPETUAL,2025-11,2026-08,10,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-11 to 2026-08,2025-11 to 2026-08,2025-11 to 2026-08,N/A,2025-11 to 2026-08,2025-11 to 2026-08,2025-11 to 2026-08,2025-11 to 2026-08
CLOUSDT,futures/um,ACTIVE_PERPETUAL,2025-10,2026-08,11,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-10 to 2026-08,2025-10 to 2026-08,2025-10 to 2026-08,N/A,2025-10 to 2026-08,2025-10 to 2026-08,2025-10 to 2026-08,2025-10 to 2026-08
CLUSDT,futures/um,ACTIVE_PERPETUAL,2026-04,2026-08,5,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-04 to 2026-08,2026-04 to 2026-08,2026-04 to 2026-08,N/A,2026-04 to 2026-08,2026-04 to 2026-08,2026-04 to 2026-08,2026-04 to 2026-08
COAIUSDT,futures/um,ACTIVE_PERPETUAL,2025-09,2026-08,12,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-09 to 2026-08,2025-09 to 2026-08,2025-09 to 2026-08,N/A,2025-09 to 2026-08,2025-09 to 2026-08,2025-09 to 2026-08,2025-09 to 2026-08
COCOSUSDT,futures/um,DELISTED_HISTORICAL,2023-02,2023-05,4,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2023-02 to 2023-05,2023-02 to 2023-05,2023-02 to 2023-05,2023-05 to 2023-05,2023-02 to 2023-05,2023-02 to 2023-05,2023-02 to 2023-05,2023-02 to 2023-05
COHRUSDT,futures/um,ACTIVE_PERPETUAL,2026-05,2026-08,4,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-05 to 2026-08,2026-05 to 2026-08,2026-05 to 2026-08,N/A,2026-05 to 2026-08,2026-05 to 2026-08,2026-05 to 2026-08,2026-05 to 2026-08
COINUSDT,futures/um,ACTIVE_PERPETUAL,2026-02,2026-08,7,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-02 to 2026-08,2026-02 to 2026-08,2026-02 to 2026-08,N/A,2026-02 to 2026-08,2026-02 to 2026-08,2026-02 to 2026-08,2026-02 to 2026-08
COLLECTUSDT,futures/um,ACTIVE_PERPETUAL,2025-12,2026-08,9,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-12 to 2026-08,2025-12 to 2026-08,2025-12 to 2026-08,N/A,2025-12 to 2026-08,2025-12 to 2026-08,2025-12 to 2026-08,2025-12 to 2026-08
COMBOUSDT,futures/um,DELISTED_HISTORICAL,2023-06,2025-03,22,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2023-06 to 2025-03,2023-06 to 2025-03,2023-06 to 2025-03,2023-06 to 2024-04,2023-06 to 2025-03,2023-06 to 2025-03,2023-06 to 2025-03,2023-06 to 2025-03
COMMONUSDT,futures/um,DELISTED_HISTORICAL,2025-10,2026-01,4,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-10 to 2026-01,2025-10 to 2026-01,2025-10 to 2026-01,N/A,2025-10 to 2026-01,2025-10 to 2026-01,2025-10 to 2026-01,2025-10 to 2026-01
